i think you need to be in the hospital .	我想你需要在醫院裡 。
we're biological creatures .	我們是生物生物生物生物生物生物 。
i couldn't disagree more .	我無法再想像更多 。
that's what we all need to do .	這就是我們所有人都需要做的 。
so no more missing , guys .	所以 , 沒有更多的誤導 , 大家 。
it's so glamorous .	很魅惑 。
and let me illustrate that .	讓我來說明這一點 。
and i kept on getting lost .	我繼續失去了 。
it is not a guarantee .	這不是保證的 。
the queen of clubs !	俱樂部的皇后 !
this is a huge collaboration .	這是個很大的合作 。
that's a terrible story .	這是個可怕的故事 。
now , that's one barrier .	這是其中一個障礙 。
there are , indeed , problems .	其實 , 其實 , 問題是 。
we live in ignorance .	我們住在無知之中 。
no , that's what i thought .	不 , 這就是我認為的 。
you can manipulate it yourself .	你可以操控自己 。
language just doesn't work that way .	語言並不會這樣運作 。
but there will always be another war . "	但永遠會有另一場戰爭 。 」
ah , sorry about that .	很抱歉 , 抱歉 。
now that never would have been possible before .	這從來沒有可能發生過 。
and women do fundraising .	婦女在募款 。
sure , she had aged a little .	當然 , 她長大了一點 。
we first began by looking at heart disease .	我們首先從心臟疾病開始 。
and there are various facets .	有很多面孔 。
because , the earth is our ship .	因為地球是我們的船隻 。
thank you very much . thank you .	非常感謝 。 謝謝 。
they fought . the worked .	他們會折磨 , 工作 。
i get emotional . sorry .	我很抱歉 , 很抱歉 。
now , what about concrete ?	那麼 , 有什麼關聯呢 ?
so basically , i got . . .	基本上 , 我得到了 。
i started off in uganda .	我從烏干達開始 。
don't tell us where you are .	別告訴我們 , 你在哪裡 。
and so i believed it , too .	所以我也相信這一點 。
so , i wanted to show you something .	所以 , 我想給各位看一些東西 。
and you can get a list .	你可以得到一張清單 。
you can observe it .	你可以觀察它 。
but i want to do more than that .	但我想要做的不只是這樣 。
it's a problem like any other .	這就像其他問題一樣 。
and she goes on to say . . .	她繼續說 。
and i couldn't hear this sound .	我聽不到這個聲音 。
and here's the most important part .	這是最重要的部分 。
here's what that looks like .	這是這看起來的樣子 。
so you have to do something like this .	所以你必須做像這樣的事 。
and it uses no fuel .	而且它沒有燃料 。
i had done the homework .	我已經完成了家鄉 。
landing hurts .	登陸傷害 。
we victims need everyone .	我們受害者需要每一個人 。
so now this technology — thank you .	所以 , 這項技術感謝你 。
i'd like to try something new .	我想試著嘗試新事物 。
how much do you get paid ?	你收到多少錢 ?
i wanted to seek out new life .	我想要尋求新的人生 。
it was around this time when . . .	當時 , 當時就在這個時候了 。
he made sure that everything lined up .	他確保一切都被排列起來了 。
that may sound ridiculous .	這聽起來很荒謬 。
stick with the people you know .	跟你認識的人一樣穩定 。
lots of us mayors do that .	我們許多市長都這樣做 。
that really creeped us out .	這真的讓我們很害怕 。
what do you do for a living ? "	你為生活做什麼 ? 」
but they were random things .	但他們是隨機的 。
they said he was that kind of guy .	他們說他是那種人 。
how many people have their blackberry ?	有多少人有他們的黑莓機 ?
but now , it was closing .	但現在 , 它正在攀登 。
i call it the ipatient .	我稱之為 「 身份 」 。
no , we shouldn't measure .	不 , 我們不該衡量 。
