i think you need to be in the hospital .	我想你需要在醫院裡 。
we're biological creatures .	我們是生物生物生物生物生物 。
i couldn't disagree more .	我無法更分辨更多 。
that's what we all need to do .	這就是我們所需要的 。
so no more missing , guys .	所以 , 沒有更多的失敗 , 大家 。
it's so glamorous .	太魅惑了 。
and let me illustrate that .	讓我說明一下 。
and i kept on getting lost .	我繼續失去了 。
it is not a guarantee .	這不是保證 。
the queen of clubs !	俱樂部的皇后 !
this is a huge collaboration .	這是個很大的合作 。
that's a terrible story .	這是個可怕的故事 。
now , that's one barrier .	這是一個障礙 。
there are , indeed , problems .	確實有問題 。
we live in ignorance .	我們生活在無知之中 。
no , that's what i thought .	不 , 這就是我所想的 。
you can manipulate it yourself .	你可以操縱它 。
language just doesn't work that way .	語言並不用這種方式來運作 。
but there will always be another war . "	但總是會有另一場戰爭 。 」
ah , sorry about that .	抱歉 。
now that never would have been possible before .	這從未可能發生過 。
and women do fundraising .	女性在籌款 。
sure , she had aged a little .	當然 , 她長大了一點 。
we first began by looking at heart disease .	我們首先從心臟疾病開始 。
and there are various facets .	還有很多面孔 。
because , the earth is our ship .	因為地球是我們的船隻 。
thank you very much . thank you .	謝謝大家 。 謝謝 。 謝謝 。
they fought . the worked .	他們折磨了 。 工作 。
i get emotional . sorry .	我有情緒 。 抱歉 。
now , what about concrete ?	那麼 , 混凝土呢 ?
so basically , i got . . .	基本上 , 我得到了 。
i started off in uganda .	我從烏干達開始 。
don't tell us where you are .	別告訴我們你在哪裡 。
and so i believed it , too .	所以我也相信 。
so , i wanted to show you something .	所以 , 我想給你們看一些東西 。
and you can get a list .	你可以得到一張清單 。
you can observe it .	你可以觀察它 。
but i want to do more than that .	但我想做的不只是這樣 。
it's a problem like any other .	它是個類似其他的問題 。
and she goes on to say . . .	她繼續說 。
and i couldn't hear this sound .	我聽不到這個聲音 。
and here's the most important part .	這是最重要的部分 。
here's what that looks like .	這就是這看起來的樣子
so you have to do something like this .	所以你必須做類似的事 。
and it uses no fuel .	它用於沒有燃料 。
i had done the homework .	我做過這個作業 。
landing hurts .	登陸傷害 。
we victims need everyone .	我們受害者需要每個人 。
so now this technology — thank you .	所以 , 這項技術 , 謝謝 。
i'd like to try something new .	我想嘗試新東西 。
how much do you get paid ?	你得到多少薪資 ?
i wanted to seek out new life .	我想尋找新的生命 。
it was around this time when . . .	當時正處於這個時代 。
he made sure that everything lined up .	他確保一切都被排隊了 。
that may sound ridiculous .	這聽起來很荒謬 。
stick with the people you know .	和你認識的人一起工作 。
lots of us mayors do that .	很多人都這樣做 。
that really creeped us out .	這真的讓我們感到驚訝 。
what do you do for a living ? "	你為生活做什麼 ? 」
but they were random things .	但它們是隨機的 。
they said he was that kind of guy .	他們說他是那種人 。
how many people have their blackberry ?	有多少人有他們的黑莓機 ?
but now , it was closing .	但現在 , 它正在攀爬 。
i call it the ipatient .	我稱之為 「 耐心 」 。
no , we shouldn't measure .	不 , 我們不該衡量 。
so how on earth do we even see ?	所以 , 我們怎麼看待地球呢 ?
by leading a movement and making change .	藉由領導一個運動 , 做出改變 。
he started a motorbike company .	他創立了摩托車公司 。
comedians know all about this .	喜劇家都知道這一切 。
scott , thank you so much .	史考特 , 謝謝大家 。
they started making their own video games .	他們開始製作自己的電玩遊戲 。
they're more american than anything else .	美國人比任何其他東西都多 。
and we knew nothing about going to space .	我們對太空無所知 。
but they always stop and take a picture .	但他們總是停下來拍一張照片 。
about 325 have been produced .	大約325年已經製造出來了 。
because maybe , maybe they mean a lot .	因為也許 , 他們的意思是很多 。
what about if you're new power ?	如果你是新勢力呢 ?
what do you want to write about ? "	你想要寫什麼 ? 」
try 1 and check the light .	試看1和查看光 。
ca: last question , larry .	克:最後一個問題 , larry 。
ag: yeah . ok .	ag:是的 。 好 。
so we started looking elsewhere .	所以我們開始尋找其他地方 。
my father was literally born again .	我的父親真的再生了 。
and i said , " yeah . "	我說: 「 是啊 。 」
can i have the lights up again ?	我能再次發光嗎 ?
i've never known anything else .	我從未知道任何東西 。
but let me just say a couple words .	但讓我說幾個字 。
can you write it using pictures ?	你能用圖片寫嗎 ?
next stop was georgia .	下次停止是喬治亞 。
yes ! yes ! it's true !	是的 ! 是的 ! 這是真的 !
i can actually personalize the experience now .	我現在可以把經驗個人化 。
what does not change is that voice within .	沒有改變 , 就是內心的聲音 。
we need eight hours of sleep a night .	我們每天晚上需要八小時睡覺 。
and you're all invited .	你都被邀請了 。
so , i did this work for her .	所以 , 我為她做了這個工作 。
it's not our burden .	這不是我們的埋葬 。
how can we find an entire connectome ?	我們要如何找到整個聯結體 ?
we all start life as one single cell .	我們都從一個細胞開始 。
and that will get you very far .	這會讓你非常遠 。
no , i don't do that .	不 , 我不這麼做 。
in reality , take a guess .	在現實中 , 舉個猜測 。
hold your breath for me .	請你呼吸給我 。
there's no question about it .	沒有問題 。
paper has some downsides .	紙上有一些下載 。
that can't be right . "	這不可能是對的 。 」
there would still be dangers .	仍然會有危險 。
we are very far from it .	我們遠遠離它 。
twice as likely .	可能有兩倍 。
i was just a kid back then .	那時我只是個孩子 。
and that's what you get .	這就是你得到的 。
they continued doing exactly the same .	他們繼續做同樣的事 。
but the data says something different .	但數據顯示了不同的東西 。
the product was that airplane .	產品是飛機 。
we're not alone , though .	然而 , 我們並不孤單 。
now , there's another problem .	還有另一個問題 。
the goal is very clear .	目標非常明顯 。
we'll need an action .	我們需要行動 。
why are we conscious ?	為什麼我們有意識 ?
is there anyone else out there ?	那裡有其他人嗎 ?
and kathe did her job .	凱西做了她的工作 。
it was all rubble .	全都是橡膠 。
the young man should be made first .	年輕人應該首先做出 。
this is a hologram .	這是一張攝影機 。
tabutni . thank you .	塔布尼 。 謝謝 。
why has the record been so poor ?	為什麼記錄這麼窮 ?
and there's the sheep .	還有羊 。
now to the final approach .	最後一個方法 。
why do we sometimes cheat ?	為什麼我們有時會作弊 ?
now , here's another reason .	這是另一個原因 。
i'm numb .	我是麻木 。
and here's the statement .	這是陳述 。
it's a core question .	這是個核心的問題 。
that was the magic number .	這就是魔術數字 。
and this is slowly starting .	這很慢地開始了 。
so i came up with a plan .	所以我想出了一個計畫 。
so i wanted something to solve it .	所以我想解決這個問題 。
it's going to be fun .	它會很有趣 。
but how does it work , exactly ?	但它是怎麼運作的 ?
so that's a big change .	這是個巨大的改變 。
they're just not moving .	他們只是沒有移動 。
maybe you've heard of her .	也許你聽過她 。
his vision was pretty poor .	他的願景非常貧窮 。
" i'm ok . "	「 我好了 。 」
sr: that is true .	sr:這是真的 。
and then you see a date .	然後你看到一個日期 。
but then what happens in step three ?	但三步驟發生了什麼事呢 ?
and what has happened in the world ?	世界上發生了什麼事呢 ?
you decided to build a space company .	你決定建造一間太空公司 。
and everything that my office was doing .	我辦公室裡的一切都在做 。
we are not a special interest group .	我們不是特別的利益團體 。
get yourself to a specialist center .	讓自己成為專家中心 。
hopefully , they will come .	希望他們會來 。
this might be a startling answer .	這可能是個令人驚奇的答案 。
they're paid for .	他們付錢 。
np: i remember that .	np:我記得 。
" beth , " she said .	「 貝絲 , 」 她說: 「 貝特 。 」
there are actually two tails .	有兩個尾巴 。
he had acromegaly .	他有很棒的 。
the second thing you need is light .	第二件事你需要的是光 。
supercomputers same thing .	超級電腦也一樣 。
they watched the video over there .	他們在那邊看了影片 。
so i became my own intern .	所以我變成了我自己的內在 。
who is that going to come from ?	誰會從哪裡來 ?
well , what difference does this make ?	這有什麼差別呢 ?
i've talked to them .	我跟他們談過 。
now , it goes down to a .	現在 , 它會往下走 。
because notice the porch here .	因為注意這裡的porch 。
these are haikus .	這些是哈尼克斯 。
i am an emotional creature .	我是個情緒上的生物 。
we hear about them all the time .	我們常常聽到他們 。
so we did it . okay ?	所以我們做了 。 好嗎 ?
this gets you to 6 .	這讓你到6歲 。
