i think you need to be in the hospital .	我想你需要在醫院裡 。
we're biological creatures .	我們是生物生物生物生物 。
i couldn't disagree more .	我再也不認同 。
that's what we all need to do .	這就是我們所有人都需要做的 。
so no more missing , guys .	所以 , 再也沒有錯了 , 各位 。
it's so glamorous .	太魅惑了 。
and let me illustrate that .	讓我說明一下 。
and i kept on getting lost .	我一直在失去 。
it is not a guarantee .	它不是保證 。
the queen of clubs !	俱樂部的皇后 !
this is a huge collaboration .	這是很大的合作 。
that's a terrible story .	這是個可怕的故事 。
now , that's one barrier .	這是一個障礙 。
there are , indeed , problems .	確實有問題 。
we live in ignorance .	我們生活在無知之中 。
no , that's what i thought .	不 , 這就是我所想的 。
you can manipulate it yourself .	你可以操控自己 。
language just doesn't work that way .	語言不是這樣運作的 。
but there will always be another war . "	但總會有另一場戰爭 。 」
ah , sorry about that .	抱歉 。
now that never would have been possible before .	這永遠不可能發生 。
and women do fundraising .	女性的資助很大 。
sure , she had aged a little .	當然 , 她長大一點 。
we first began by looking at heart disease .	我們先從心臟病開始 。
and there are various facets .	有很多面孔 。
because , the earth is our ship .	因為地球是我們的船 。
thank you very much . thank you .	非常感謝 。 謝謝 。
they fought . the worked .	他們奮鬥 , 工作 。
i get emotional . sorry .	我有情緒 。 抱歉 。
now , what about concrete ?	那麼 , 混凝土呢 ?
so basically , i got . . .	基本上 , 我得到了......
i started off in uganda .	我從烏干達開始 。
don't tell us where you are .	不要告訴我們你在哪裡 。
and so i believed it , too .	所以我也相信 。
so , i wanted to show you something .	我想要給你們看一些東西 。
and you can get a list .	你可以得到一張清單 。
you can observe it .	你可以觀察它 。
but i want to do more than that .	但我想做的不只是這樣 。
it's a problem like any other .	這個問題和其他問題一樣 。
and she goes on to say . . .	她說:
and i couldn't hear this sound .	我聽不到這個聲音 。
and here's the most important part .	這是最重要的部分 。
here's what that looks like .	這是看起來的樣子 。
so you have to do something like this .	所以你必須這樣做 。
and it uses no fuel .	它沒有燃料 。
i had done the homework .	我完成了作業 。
landing hurts .	登陸傷害 。
we victims need everyone .	我們受害者需要每個人 。
so now this technology — thank you .	現在 , 這項技術謝謝你們 。
i'd like to try something new .	我想要嘗試新的東西 。
how much do you get paid ?	你得到多少薪水呢 ?
i wanted to seek out new life .	我想要尋找新的生命 。
it was around this time when . . .	那是當時的狀況 。
he made sure that everything lined up .	他確保一切都被排列起來 。
that may sound ridiculous .	這聽起來很荒謬 。
stick with the people you know .	跟你認識的人一起工作 。
lots of us mayors do that .	很多人都這樣做 。
that really creeped us out .	這真的令我們感到驚訝 。
what do you do for a living ? "	你為一個活著做什麼 ? 」
but they were random things .	但他們是隨機的 。
they said he was that kind of guy .	他們說他是那種人 。
how many people have their blackberry ?	有多少人有黑莓機 ?
but now , it was closing .	但現在 , 它已經結束了 。
i call it the ipatient .	我稱之為 「 同理心 」 。
no , we shouldn't measure .	不 , 我們不該測量 。
so how on earth do we even see ?	那麼 , 我們如何看待地球呢 ?
by leading a movement and making change .	藉由領導一個動作 , 做出改變 。
he started a motorbike company .	他創立了摩托車公司 。
comedians know all about this .	喜劇演員都知道這一切 。
scott , thank you so much .	史考特 , 謝謝大家 。
they started making their own video games .	他們開始製作自己的電玩遊戲 。
they're more american than anything else .	他們比其他的美國人還要多 。
and we knew nothing about going to space .	我們對太空無所知 。
but they always stop and take a picture .	但他們總是停下來拍一張照片 。
about 325 have been produced .	大約325年被生產出來 。
because maybe , maybe they mean a lot .	因為 , 也許 , 他們的意思很大 。
what about if you're new power ?	如果你是新勢力呢 ?
what do you want to write about ? "	你想要寫什麼 ? 」
try 1 and check the light .	試試一顆 , 檢查光 。
ca: last question , larry .	克:最後一個問題 , larry 。
ag: yeah . ok .	ag:是的 。 好 。
so we started looking elsewhere .	所以我們開始尋找其他地方 。
my father was literally born again .	我的父親再生了 。
and i said , " yeah . "	我說: 「 是啊 。 」
can i have the lights up again ?	我能再次發光嗎 ?
i've never known anything else .	我從來沒有認識任何其他東西 。
but let me just say a couple words .	但讓我說幾個字 。
can you write it using pictures ?	你能用照片來寫它嗎 ?
next stop was georgia .	下一個停止是喬治亞 。
yes ! yes ! it's true !	是的 ! 是的 ! 這是真的 !
i can actually personalize the experience now .	我現在可以把經驗個人化 。
what does not change is that voice within .	不改變的是內在的聲音 。
we need eight hours of sleep a night .	我們需要每天晚上八小時睡覺 。
and you're all invited .	你都被邀請了 。
so , i did this work for her .	所以 , 我為她做了這個工作 。
it's not our burden .	這不是我們的負擔 。
how can we find an entire connectome ?	我們要如何找到整個聯結體呢 ?
we all start life as one single cell .	我們都從一個細胞開始生活 。
and that will get you very far .	這會讓你非常遙遠 。
no , i don't do that .	不 , 我不這麼做 。
in reality , take a guess .	事實上 , 以猜想為例 。
hold your breath for me .	請幫我呼吸 。
there's no question about it .	沒有問題 。
paper has some downsides .	報紙有一些缺點 。
that can't be right . "	那不是對的 。 」
there would still be dangers .	還會有危險 。
we are very far from it .	我們遠遠離它 。
twice as likely .	兩倍可能 。
i was just a kid back then .	我當時只是個孩子 。
and that's what you get .	這就是你所得到的 。
they continued doing exactly the same .	他們繼續做同樣的事 。
but the data says something different .	但資料顯示了不同的東西 。
the product was that airplane .	產品是飛機 。
we're not alone , though .	不過我們並不孤單 。
now , there's another problem .	現在 , 還有另一個問題 。
the goal is very clear .	目標非常清楚 。
we'll need an action .	我們需要行動 。
why are we conscious ?	為什麼我們有意識 ?
is there anyone else out there ?	那裡有其他人嗎 ?
and kathe did her job .	凱西做了她的工作 。
it was all rubble .	一切都很掙扎 。
the young man should be made first .	年輕人應該首先做 。
this is a hologram .	這是一張全像 。
tabutni . thank you .	塔布尼 。 謝謝 。
why has the record been so poor ?	為什麼記錄如此貧窮呢 ?
and there's the sheep .	還有羊 。
now to the final approach .	最後一個方法 。
