i think you need to be in the hospital .	我認為你需要在醫院裡 。
we're biological creatures .	我們是生物生物生物生物生物生物 。
i couldn't disagree more .	我無法想像更多 。
that's what we all need to do .	這就是我們所需要做的 。
so no more missing , guys .	所以 , 沒有更多的誤解 , 男人 。
it's so glamorous .	非常魅惑 。
and let me illustrate that .	讓我說明一下 。
and i kept on getting lost .	我一直在失去了 。
it is not a guarantee .	這不是一個南極人 。
the queen of clubs !	俱樂部的一部分 !
this is a huge collaboration .	這是很大的合作 。
that's a terrible story .	那是個可怕的故事 。
now , that's one barrier .	這是一個障礙 。
there are , indeed , problems .	事實上 , 問題是 , 問題 。
we live in ignorance .	我們住在移民中 。
no , that's what i thought .	不 , 這就是我所想的 。
you can manipulate it yourself .	你可以操控它 。
language just doesn't work that way .	語言不只是這樣運作 。
but there will always be another war . "	但 , 還有另一個戰爭 。 」
ah , sorry about that .	嗯 , 抱歉 。
now that never would have been possible before .	這永遠不可能發生 。
and women do fundraising .	女性在籌款 。
sure , she had aged a little .	當然 , 她的年齡很少 。
we first began by looking at heart disease .	我們首先從心臟疾病開始 。
and there are various facets .	還有不同的臉孔 。
because , the earth is our ship .	因為地球是我們的船 。
thank you very much . thank you .	非常感謝 。 非常感謝各位 。
they fought . the worked .	他們笑了 。 成功 。
i get emotional . sorry .	我得到情緒 。 抱歉 。
now , what about concrete ?	那麼 , 內容是什麼 ?
so basically , i got . . .	基本上 , 我得到了 。
i started off in uganda .	我在烏干達開始 。
don't tell us where you are .	不要告訴我們你在哪裡 。
and so i believed it , too .	所以我也相信 。
so , i wanted to show you something .	所以我想要給你們看一些東西 。
and you can get a list .	你可以得到一個謊言 。
you can observe it .	你可以觀察它 。
but i want to do more than that .	但我想要做的不只是這樣 。
it's a problem like any other .	它是個問題 。
and she goes on to say . . .	她說 。
and i couldn't hear this sound .	我沒聽過這個聲音 。
and here's the most important part .	這是最重要的部分 。
here's what that looks like .	這是這樣 。
so you have to do something like this .	所以你必須這樣做 。
and it uses no fuel .	它沒有燃料 。
i had done the homework .	我做了這個家園 。
landing hurts .	土地的颶風 。
we victims need everyone .	我們受害者需要每個人都 。
so now this technology — thank you .	現在這個科技 , 謝謝大家 。
i'd like to try something new .	我想要嘗試新東西 。
how much do you get paid ?	你有多少錢 ?
i wanted to seek out new life .	我想要看到新的人生 。
it was around this time when . . .	那是在這個時候 。
he made sure that everything lined up .	他確保 , 一切都被排列起來 。
that may sound ridiculous .	這聽起來很荒謬 。
stick with the people you know .	和你所知的人們一樣 。
lots of us mayors do that .	很多人可能這樣做 。
that really creeped us out .	這真的讓我們感到驚訝 。
what do you do for a living ? "	你要做什麼 ? 」
but they were random things .	但他們是隨機的 。
they said he was that kind of guy .	他們說他就是這樣 。
how many people have their blackberry ?	有多少人有黑莓機 ?
but now , it was closing .	但現在 , 它正在爬上 。
i call it the ipatient .	我稱它為 「 諷刺 」 。
no , we shouldn't measure .	不 , 我們不應該測量 。
so how on earth do we even see ?	所以 , 在地球上 , 我們怎麼看 ?
by leading a movement and making change .	藉由領導動作 , 並做出改變 。
he started a motorbike company .	他開始了一家摩比公司 。
comedians know all about this .	各位都知道這一切 。
scott , thank you so much .	掃描 , 非常感謝大家 。
they started making their own video games .	他們開始製作自己的視頻遊戲 。
they're more american than anything else .	他們比其他的美國人還要多 。
and we knew nothing about going to space .	我們都不知道要空間 。
but they always stop and take a picture .	但他們總是停下來 , 拿一張照片 。
about 325 have been produced .	大約是325年 , 已經產生了 。
because maybe , maybe they mean a lot .	因為 , 也許他們是說很多 。
what about if you're new power ?	如果你是新勢力呢 ?
what do you want to write about ? "	你想要寫什麼 ? 」
try 1 and check the light .	試試試1 , 檢查燈 。
ca: last question , larry .	克里斯:最後一個問題 , 太陽能 。
ag: yeah . ok .	ag:是的 。 好 。 好 。
so we started looking elsewhere .	所以我們開始尋找其他地方 。
my father was literally born again .	我的父親真的誕生 。
and i said , " yeah . "	我說: 「 是啊 。 」
can i have the lights up again ?	我能再次有燈泡嗎 ?
i've never known anything else .	我從未知道任何東西 。
but let me just say a couple words .	但讓我說幾個字 。
can you write it using pictures ?	你可以用圖片寫出來嗎 ?
next stop was georgia .	下一個停下來是喬治亞 。
yes ! yes ! it's true !	沒錯 ! 沒錯 !
i can actually personalize the experience now .	我現在可以了解到這個經驗 。
what does not change is that voice within .	改變並不是在內部的聲音 。
we need eight hours of sleep a night .	晚上我們需要八小時睡覺 。
and you're all invited .	你都被邀請了 。
so , i did this work for her .	我為她做了這個工作 。
it's not our burden .	這不是我們的埋葬 。
how can we find an entire connectome ?	我們怎麼能找到全部連結 ?
we all start life as one single cell .	我們都開始當一個細胞開始 。
and that will get you very far .	那會讓你很遙遠 。
no , i don't do that .	不 , 我不這麼做 。
in reality , take a guess .	在現實中 , 拿個猜測 。
hold your breath for me .	對我而言 , 請你的呼吸 。
there's no question about it .	沒有問題 。
paper has some downsides .	紙張有一些下降 。
that can't be right . "	這不是正確的 。 」
there would still be dangers .	仍然有危險 。
we are very far from it .	我們非常遙遠 。
twice as likely .	兩倍 。
i was just a kid back then .	我只是個小孩回來 。
and that's what you get .	這就是你所得到的 。
they continued doing exactly the same .	他們繼續做同樣的事 。
but the data says something different .	但數據顯示了不同的東西 。
the product was that airplane .	產品是這樣的飛機
we're not alone , though .	不過 , 我們不是孤獨的 。
now , there's another problem .	現在還有另一個問題 。
the goal is very clear .	目標非常清楚 。
we'll need an action .	我們會需要行動 。
why are we conscious ?	為什麼我們有意識 ?
is there anyone else out there ?	有沒有人在哪裡 ?
and kathe did her job .	肯亞做了她的工作 。
it was all rubble .	全都是橡膠 。
the young man should be made first .	年輕人應該首先 。
this is a hologram .	這是個熱情的邏輯 。
tabutni . thank you .	很好 。 謝謝 。 謝謝大家 。 謝謝大家 。
why has the record been so poor ?	為什麼記錄這麼貧窮 ?
and there's the sheep .	還有羊 。
now to the final approach .	最後一個方法 。
why do we sometimes cheat ?	為什麼有時我們會做比較 ?
now , here's another reason .	這是另一個原因 。
i'm numb .	我是nb 。
and here's the statement .	這裡是國家 。
it's a core question .	這是個核心的問題 。
that was the magic number .	那是魔術數字 。
and this is slowly starting .	慢慢地開始 。
so i came up with a plan .	所以我拿了一個計劃來了 。
so i wanted something to solve it .	所以我想要解決它 。
it's going to be fun .	很有趣 。
but how does it work , exactly ?	但它如何運作呢 ?
so that's a big change .	這是個大改變 。
they're just not moving .	他們不只是移動 。
maybe you've heard of her .	也許你聽過她 。
his vision was pretty poor .	他的視覺非常貧窮 。
" i'm ok . "	「 我好 。 」
sr: that is true .	馬:這是真的 。
and then you see a date .	然後你看到一個日子 。
but then what happens in step three ?	但 , 在三步驟中 , 會發生什麼事 ?
and what has happened in the world ?	在這個世界裡發生了什麼事 ?
you decided to build a space company .	你決定建立一個空間公司 。
and everything that my office was doing .	我的辦公室都在做 。
