i think you need to be in the hospital .	我認為你需要在醫院裡 。
we're biological creatures .	我們是生物生物生物生物 。
i couldn't disagree more .	我無法想像更多 。
that's what we all need to do .	這就是我們所有人都需要做的 。
so no more missing , guys .	所以 , 沒有更多的誤解 。
it's so glamorous .	很魅惑 。
and let me illustrate that .	讓我說明一下 。
and i kept on getting lost .	我不斷失去了 。
it is not a guarantee .	這不是保證 。
the queen of clubs !	俱樂部的皇后 !
this is a huge collaboration .	這是一個很大的合作 。
that's a terrible story .	這是個很可怕的故事 。
now , that's one barrier .	這是其中一個障礙 。
there are , indeed , problems .	確實有問題 。
we live in ignorance .	我們生活在無知中 。
no , that's what i thought .	不 , 這就是我所想的 。
you can manipulate it yourself .	你可以操控自己 。
language just doesn't work that way .	語言只是這樣做 。
but there will always be another war . "	但總是會有另一個戰爭 。 」
ah , sorry about that .	很抱歉 。
now that never would have been possible before .	以前從來沒有可能過 。
and women do fundraising .	女性在籌款 。
sure , she had aged a little .	當然 , 她長大了一點 。
we first began by looking at heart disease .	首先我們開始研究心臟病 。
and there are various facets .	有很多不同的面孔 。
because , the earth is our ship .	因為地球是我們的船 。
thank you very much . thank you .	謝謝 。 謝謝 。
they fought . the worked .	他們折磨了 。 工作 。
i get emotional . sorry .	很抱歉 。
now , what about concrete ?	那麼 , 內容是什麼 ?
so basically , i got . . .	基本上 , 我得到了 。
i started off in uganda .	我從烏干達開始 。
don't tell us where you are .	別告訴我們你在哪裡 。
and so i believed it , too .	所以我也相信 。
so , i wanted to show you something .	我想給你們看一些東西 。
and you can get a list .	你可以得到一張清單 。
you can observe it .	你可以觀察它 。
but i want to do more than that .	但我想要做更多 。
it's a problem like any other .	它就像任何人一樣 。
and she goes on to say . . .	她說了 。
and i couldn't hear this sound .	我聽不到這個聲音 。
and here's the most important part .	這是最重要的部分 。
here's what that looks like .	這看起來像這樣 。
so you have to do something like this .	所以你必須這樣做 。
and it uses no fuel .	沒有燃料 。
i had done the homework .	我完成了這家作品 。
landing hurts .	登陸傷害 。
we victims need everyone .	我們受害者需要每個人 。
so now this technology — thank you .	現在這個科技 , 謝謝 。
i'd like to try something new .	我想嘗試新的東西 。
how much do you get paid ?	你得到多少錢 ?
i wanted to seek out new life .	我想要尋找新的生命 。
it was around this time when . . .	當時就在這個時代 。
he made sure that everything lined up .	他確保所有東西都被排列起來 。
that may sound ridiculous .	這聽起來很荒謬 。
stick with the people you know .	和你認識的人偷偷偷 。
lots of us mayors do that .	很多人會這樣做 。
that really creeped us out .	這真的很嚇人我們 。
what do you do for a living ? "	你為生活做什麼 ? 」
but they were random things .	但他們是隨機的 。
they said he was that kind of guy .	他們說他是那種人 。
how many people have their blackberry ?	有多少人有他們的黑莓 ?
but now , it was closing .	但現在 , 它正在攀爬 。
i call it the ipatient .	我稱之為 「 身份 」 。
no , we shouldn't measure .	不 , 我們不該衡量 。
so how on earth do we even see ?	那麼 , 我們甚至看到了什麼 ?
by leading a movement and making change .	藉由領導一個運動 , 做出改變 。
he started a motorbike company .	他成立了摩托車公司 。
comedians know all about this .	喜劇家都知道這一點 。
scott , thank you so much .	謝謝各位 。
they started making their own video games .	他們開始製作自己的電玩遊戲 。
they're more american than anything else .	他們比其他東西更美好 。
and we knew nothing about going to space .	我們完全不知道要去太空 。
but they always stop and take a picture .	但他們總是停下來 , 拍照 。
about 325 have been produced .	大約是325年 。
because maybe , maybe they mean a lot .	因為也許 , 他們的意思是很多 。
what about if you're new power ?	如果你是新勢力呢 ?
what do you want to write about ? "	你想要寫什麼 ? 」
try 1 and check the light .	試試看光 。
ca: last question , larry .	克:最後一個問題 , larry 。
ag: yeah . ok .	ag:是的 。 好 。
so we started looking elsewhere .	所以我們開始看其他地方 。
my father was literally born again .	我父親再生了 。
and i said , " yeah . "	我說: 「 是的 。 」
can i have the lights up again ?	我能否再次發光嗎 ?
i've never known anything else .	我從來沒有知道任何事情 。
but let me just say a couple words .	但讓我說幾個字 。
can you write it using pictures ?	你可以用圖片寫嗎 ?
next stop was georgia .	隔壁是喬治亞 。
