i think you need to be in the hospital .	我想你需要在醫院裡 。
we're biological creatures .	我們是生物生物的生物 。
i couldn't disagree more .	我無法分辨更多 。
that's what we all need to do .	這就是我們都需要做的事 。
so no more missing , guys .	所以 , 沒有更多失望 , 傢伙 。
it's so glamorous .	很魅惑 。
and let me illustrate that .	讓我說明一下 。
and i kept on getting lost .	我一直在失敗了 。
it is not a guarantee .	這不是保證 。
the queen of clubs !	qlubs !
this is a huge collaboration .	這是個很大的合作 。
that's a terrible story .	這是個很糟糕的故事 。
now , that's one barrier .	這是個障礙 。
there are , indeed , problems .	其實 , 問題是 , 問題 。
we live in ignorance .	我們住在無知 。
no , that's what i thought .	不 , 這是我所想的 。
you can manipulate it yourself .	你可以操控自己 。
language just doesn't work that way .	語言只是不用這種方式 。
but there will always be another war . "	但有另一種戰爭 。 」
ah , sorry about that .	喔 , 抱歉 。
now that never would have been possible before .	現在從來沒有發生過這種事 。
and women do fundraising .	女性做資金 。
sure , she had aged a little .	當然 , 她有了一點點 。
we first began by looking at heart disease .	首先 , 我們從心臟疾病開始 。
and there are various facets .	這裡有一些不同的臉孔 。
because , the earth is our ship .	因為 , 地球是我們的船 。
thank you very much . thank you .	非常謝謝 。 謝謝 。
they fought . the worked .	他們打開了 , 工作 。
i get emotional . sorry .	我有情緒 , 抱歉 。
now , what about concrete ?	那麼 , 關於混凝土呢 ?
so basically , i got . . .	基本上 , 我得到了 。
i started off in uganda .	我從烏干達開始 。
don't tell us where you are .	別告訴我們你是誰 。
and so i believed it , too .	所以 , 我也相信它 。
so , i wanted to show you something .	所以 , 我想給各位看一些東西 。
and you can get a list .	你可以得到一個清單 。
you can observe it .	你可以觀察它 。
but i want to do more than that .	但我想要做更多的 。
it's a problem like any other .	問題是像其他的一樣問題 。
and she goes on to say . . .	她會說......
and i couldn't hear this sound .	我無法聽見這個聲音 。
and here's the most important part .	這是最重要的部分 。
here's what that looks like .	這裡是這樣看的 。
so you have to do something like this .	所以 , 你必須做這樣的事 。
and it uses no fuel .	沒有燃料 。
i had done the homework .	我做了一家作業 。
landing hurts .	土地的痛苦 。
we victims need everyone .	我們受害者需要每個人 。
so now this technology — thank you .	現在 , 這項技術非常感謝 。
i'd like to try something new .	我想要嘗試一些新的 。
how much do you get paid ?	你有多少薪資 ?
i wanted to seek out new life .	我想要找到新的人生 。
it was around this time when . . .	當時在此時 , 此時 , 會發生在這個時刻 。
he made sure that everything lined up .	他確保所有的線都都一樣 。
that may sound ridiculous .	這聽起來很荒謬 。
stick with the people you know .	和你所知的群眾相同 。
lots of us mayors do that .	許多人都在做這件事 。
that really creeped us out .	這真的讓我們驚訝了 。
what do you do for a living ? "	你要做什麼 ? 」
but they were random things .	但它們是隨機的 。
they said he was that kind of guy .	他們說他是那種人 。
how many people have their blackberry ?	有多少人有他們的黑莓 ?
but now , it was closing .	但現在 , 它是臨床的 。
i call it the ipatient .	我稱它為 「 諷刺 」 。
no , we shouldn't measure .	不 , 不 , 我們不應該測量 。
so how on earth do we even see ?	所以 , 在地球上 , 我們甚至看到了什麼 ?
by leading a movement and making change .	藉由領導運動 , 做出改變 。
he started a motorbike company .	他開始了摩托車公司 。
comedians know all about this .	美國人知道這一切 。
scott , thank you so much .	蘇格蘭 , 非常感謝 。
they started making their own video games .	他們開始製作自己的電玩遊戲 。
they're more american than anything else .	比任何其他東西更加美國 。
and we knew nothing about going to space .	我們都知道沒有什麼空間 。
