i think you need to be in the hospital .	我想你需要在醫院裡 。
we're biological creatures .	我們是生物生物 。
i couldn't disagree more .	我無法分辨更多 。
that's what we all need to do .	這就是我們所有需要做的 。
so no more missing , guys .	所以 , 沒有更多的錯誤 。
it's so glamorous .	很魅惑 。
and let me illustrate that .	讓我解釋一下 。
and i kept on getting lost .	我一直在失去了 。
it is not a guarantee .	這不是保證 。
the queen of clubs !	俱樂部 !
this is a huge collaboration .	這是一個很大的合作 。
that's a terrible story .	這是個糟糕的故事 。
now , that's one barrier .	這是一個障礙 。
there are , indeed , problems .	問題在於 ,
we live in ignorance .	我們生活在忽略 。
no , that's what i thought .	不 , 這就是我的想法 。
you can manipulate it yourself .	你可以操控自己 。
language just doesn't work that way .	語言只是不用這樣做 。
but there will always be another war . "	但總是會有另一個戰爭 。 」
ah , sorry about that .	噢 , 抱歉 。
now that never would have been possible before .	現在從未開始過來 。
and women do fundraising .	女性做基礎 。
sure , she had aged a little .	當然 , 她已經年齡了 。
we first began by looking at heart disease .	我們首先開始尋找心臟病 。
and there are various facets .	而且有各種面孔 。
because , the earth is our ship .	因為地球是我們的船 。
thank you very much . thank you .	謝謝
they fought . the worked .	他們打算 , 工作 。
i get emotional . sorry .	我有情緒 , 抱歉 。
now , what about concrete ?	那麼 , 關於混凝土呢 ?
so basically , i got . . .	基本上 , 我得到了......
i started off in uganda .	我從烏干達開始 。
don't tell us where you are .	不要告訴我們你在哪裡 。
and so i believed it , too .	我相信它也是如此 。
so , i wanted to show you something .	所以 , 我想給各位看一些事情 。
and you can get a list .	你可以得到一個清單 。
you can observe it .	你可以觀察它 。
but i want to do more than that .	但我想要做更多 。
it's a problem like any other .	它是個問題 。
and she goes on to say . . .	她會說......
and i couldn't hear this sound .	我無法聽見這個聲音 。
and here's the most important part .	這是最重要的部分 。
here's what that looks like .	這看起來是這樣 。
so you have to do something like this .	所以你必須做些事情 。
and it uses no fuel .	它用沒有燃料 。
i had done the homework .	我完成了家園 。
landing hurts .	土地傷害 。
we victims need everyone .	我們受害者需要每一個人 。
so now this technology — thank you .	所以現在這個技術非常感謝
i'd like to try something new .	我想要嘗試新東西 。
how much do you get paid ?	你有多少錢 ?
i wanted to seek out new life .	我想要尋找新的生命 。
it was around this time when . . .	當時在這個時候 。
he made sure that everything lined up .	他確保所有的線都不過 。
that may sound ridiculous .	這可能聽起來很荒謬 。
stick with the people you know .	和你所認識的人一樣 。
lots of us mayors do that .	我們許多人都能這麼做 。
that really creeped us out .	這真的讓我們脫離了 。
what do you do for a living ? "	你要做什麼 ? 」
but they were random things .	但他們只是隨機的東西 。
they said he was that kind of guy .	他們說他是那種人 。
how many people have their blackberry ?	有多少人有自己的黑莓機 ?
but now , it was closing .	但現在 , 它是臨床 。
i call it the ipatient .	我稱之為 「 愛滋病 」 。
no , we shouldn't measure .	不 , 我們不該測量 。
so how on earth do we even see ?	所以 , 在地球上 , 我們甚至看到什麼 ?
by leading a movement and making change .	領導運動 , 創造改變 。
he started a motorbike company .	他開始了摩托車公司 。
comedians know all about this .	美國人知道這一切 。
scott , thank you so much .	史考特 , 謝謝
they started making their own video games .	他們開始製作自己的電玩遊戲 。
they're more american than anything else .	他們比其他地方更加美國 。
and we knew nothing about going to space .	我們也不知道要去空間 。
but they always stop and take a picture .	但他們總是停止拍照 。
about 325 have been produced .	大約325被製造出來 。
because maybe , maybe they mean a lot .	因為也許他們會說很多 。
what about if you're new power ?	如果你是新的力量呢 ?
what do you want to write about ? "	你想要寫什麼 ? 」
try 1 and check the light .	試試1、檢查燈 。
ca: last question , larry .	克里斯:最後一個問題 。
ag: yeah . ok .	ag:是啊
so we started looking elsewhere .	所以我們開始尋找其他地方 。
my father was literally born again .	我父親的父親已經完全生了 。
and i said , " yeah . "	我說: 「 是的 。 」
can i have the lights up again ?	我有燈光嗎 ?
i've never known anything else .	我從未知過其他事情 。
but let me just say a couple words .	但讓我說幾個字 。
can you write it using pictures ?	你可以用照片來寫它嗎 ?
next stop was georgia .	下一個停止是喬治亞
yes ! yes ! it's true !	是的 ! 這是真的 !
i can actually personalize the experience now .	我可以個人化這個經驗 。
what does not change is that voice within .	這不是改變聲音的聲音 。
we need eight hours of sleep a night .	我們需要八小時的時間睡夜 。
and you're all invited .	你都被邀請 。
so , i did this work for her .	所以 , 我為她做這個工作 。
it's not our burden .	這不是我們的燃燒 。
how can we find an entire connectome ?	我們要如何找到一個整連串聯繫呢 ?
we all start life as one single cell .	我們都從一個細胞開始生活 。
and that will get you very far .	這會讓你很遠 。
no , i don't do that .	不 , 我不這麼做 。
in reality , take a guess .	在現實中 , 拿一個猜猜 。
hold your breath for me .	抱持你的呼吸 。
there's no question about it .	沒有問題 。
paper has some downsides .	紙上有一些缺陷 。
that can't be right . "	這不能是正確的 。 」
there would still be dangers .	仍然是危險 。
we are very far from it .	我們非常遠離它 。
twice as likely .	兩倍 。
i was just a kid back then .	我只是一個孩子回來 。
and that's what you get .	這就是你所得到的
they continued doing exactly the same .	他們繼續做同樣的事 。
but the data says something different .	但數據會說出不同的事物 。
the product was that airplane .	產品是空氣 。
we're not alone , though .	我們並不孤單 。
now , there's another problem .	現在還有另一個問題 。
the goal is very clear .	目標是非常明顯的
we'll need an action .	我們需要行動 。
why are we conscious ?	為什麼我們有意識 ?
is there anyone else out there ?	那裡有其他地方嗎 ?
and kathe did her job .	凱瑟是她的工作 。
it was all rubble .	一切都是俄羅斯 。
the young man should be made first .	年輕人應該是首先 。
this is a hologram .	這是一系列 。
tabutni . thank you .	塔布尼 , 謝謝
why has the record been so poor ?	為什麼這記錄是如此窮人 ?
and there's the sheep .	還有羊 。
now to the final approach .	最後一個方法 。
why do we sometimes cheat ?	為什麼我們有時候廚師 ?
now , here's another reason .	這是另一個原因 。
i'm numb .	我是諾貝 。
and here's the statement .	這裡是國家 。
it's a core question .	這是一個核心的問題 。
that was the magic number .	這就是魔術數字 。
and this is slowly starting .	這是慢慢的開始 。
so i came up with a plan .	於是我來到一個計畫 。
so i wanted something to solve it .	所以我想要解決它 。
it's going to be fun .	它將會有趣 。
but how does it work , exactly ?	但它是如何運作的呢 ?
so that's a big change .	這是個大改變 。
they're just not moving .	他們只是沒有移動 。
maybe you've heard of her .	也許你們聽過她 。
his vision was pretty poor .	他的視覺非常窮
" i'm ok . "	「 我好了 。 」
sr: that is true .	sr:這是真的 。
and then you see a date .	接著你會看到一個日子 。
but then what happens in step three ?	但是 , 接下來會發生什麼事呢 ?
and what has happened in the world ?	世界上發生了什麼事 ?
you decided to build a space company .	你決定要建造一個空間公司 。
and everything that my office was doing .	我辦公室的一切都在做 。
we are not a special interest group .	我們不是特別的興趣團體 。
get yourself to a specialist center .	到一個專家中心 。
hopefully , they will come .	希望 , 他們會出現 。
this might be a startling answer .	這可能是第一個答案 。
they're paid for .	他們會付錢 。
np: i remember that .	np:我記得 。
" beth , " she said .	「 貝威 」 她說
there are actually two tails .	其實有兩個尾巴 。
he had acromegaly .	他有很大的差異 。
the second thing you need is light .	第二件事你需要的是光 。
supercomputers same thing .	超級電腦 。
they watched the video over there .	他們看著影片的影片 。
so i became my own intern .	所以 , 我成為我自己的內部 。
who is that going to come from ?	誰會從來 ?
well , what difference does this make ?	嗯 , 這會有什麼差異呢 ?
i've talked to them .	我跟他們說話 。
now , it goes down to a .	現在 , 它會下降了 。
because notice the porch here .	因為注意到這裡 。
these are haikus .	這是haikus 。
i am an emotional creature .	我是一個情緒的生物 。
we hear about them all the time .	我們聽到他們所有時間 。
so we did it . okay ?	所以我們做了 , 好嗎 ?
this gets you to 6 .	這是你6歲 。
we need help . we need help .	我們需要幫助 , 我們需要幫助
and i can repeat that .	我可以重複這個 。
yet i had that piece of paper .	但我有紙張紙 。
and it didn't stop there .	這不停止 。
her name is esther .	她的名字是湯姆 。
then we can start to use cells .	接著 , 我們可以開始使用細胞 。
come , let's go inside .	咱們來看看 。
and what did i say about work ?	我說什麼呢 ?
i suppose we are . "	我假設我們是 。 」
five factorial is 120 .	五個事實是120 。
he said , " be you . "	他說: 「 你 。 」
secondly , that's wrong .	第二 , 這是錯誤的 。
i put my hopes in front .	我把我的希望在前面 。
decision scientists are people like me .	決策科學家就像我一樣 。
and the answer is that they do .	答案是 , 他們會這麼做 。
mr: thank you .	馬:謝謝
and they go up easily .	而且他們很容易 。
we got reports like this .	我們有報告 。
start by doing no harm .	開始沒有傷害 。
talk about a few of them .	談談一些人 。
one was that they be american .	其中一個是美國人 。
so what about the next step ?	那麼下一個步驟呢 ?
we wanted to do something different .	我們想要做些不同的事情 。
so this was a great project .	這是個很棒的計畫 。
but is it really that easy ?	但這真的很簡單嗎 ?
there is this other powerful feeling .	還有另一個強大的感覺 。
it's tedious .	這是ted的 。
just spread them around .	只是散播它們 。
what would that system look like ?	這系統看起來是什麼樣子 ?
and yet , it never happens .	然而 , 這永遠不會發生 。
schoolchildren play .	學校肯定了 。
were you vulnerable ?	你脆弱嗎 ?
the design comes from within .	設計來自於內部 。
we play with coins .	我們和蛋白質合作 。
did you see what i did ?	你看到我做了什麼嗎 ?
how far can we take it ?	我們該怎麼辦 ?
all companies die , all companies .	所有的公司都是公司 。
and we knew we were right .	我們知道我們是對的 。
they dumped us there .	他們把我們放進去 。
it's given to you .	它給你 。
live long and prosper .	生活長期和繁榮 。
which would you choose ?	你會選擇嗎 ?
there's no manual .	沒有人 。
the difference is intent .	差異是一樣的 。
i found no flaw .	我發現沒有飛機 。
he couldn't understand that .	他無法理解 。
and that's not all .	這不是全部 。
well , guess what ?	嗯 , 猜猜是什麼 ?
they can't see me .	他們無法看見我 。
take a look at our planet .	看看我們的星球
sound familiar ?	聽起來很熟悉 。
so thank you very much .	謝謝
so how do you do that ?	所以 , 你要怎麼做呢 ?
jd: it varies .	jd:它變異 。
ab: yes ? good .	艾:是嗎 ? 很好 。
let’s take numbers .	讓我們來看看數字 。
what do we worship ?	我們擔心什麼 ?
so how does this all work ?	所以 , 這一切都怎麼運作 ?
do you worry much ?	你擔心嗎 ?
this is what some people think .	這就是有些人認為的 。
where do we go from here ?	我們從哪裡來到這裡 ?
thank you all very much .	謝謝
this is a picture of culture .	這是文化的文化 。
i don't get that .	我不會這樣 。
there could be other solutions .	還有其他解決方案 。
so it went something like this .	所以 , 它會像這樣的東西 。
but i do think you can .	但我認為你能做到 。
so this is very powerful .	這是非常強大的 。
it got quieter .	它有安靜 。
the news loved it .	新聞喜歡它 。
what's going on there ?	會發生什麼事 ?
i thought that was really interesting .	我覺得很有趣 。
it's just cash .	它只是垃圾 。
how could you forget ?	你如何忘記呢 ?
and it's not new .	這不是新的 。
representative government began to form .	代表政府開始形成 。
we are fighting against this .	我們對抗這個現象 。
just quickly on the results .	很快的結果 。
that was the future , right ?	這是未來 , 對吧 ?
so i thanked ed .	所以我感謝
idea number three is listening .	第三聽是傾聽 。
the wire is ready .	妻子已經準備好了 。
really firstclass .	首先 。
well , it's not .	嗯 , 這不是
but this was 1963 .	但這是1963年
it's called color .	它叫做顏色 。
let's find out .	咱們來看看
thank you very much .	謝謝
let me show you this .	讓我給各位看一下 。
so when you put four .	所以 , 當你把四歲時就放到四個 。
but i need your help .	但我需要你的幫助
thank you very much .	謝謝
some hands going up .	有些手會上升 。
so how does it work ?	所以它是怎麼運作的呢 ?
a good example is this .	一個好例子是這個 。
globalize trade .	全球化貿易 。
but what do you do ?	但是你要做什麼 ?
that was not my best .	這不是我最好的 。
no one wants that .	沒有人想要 。
but i believe in them .	但我相信他們 。
entirely new requirement .	全新的需求 。
so what did we find ?	所以 , 我們發現什麼 ?
and i am thankful .	我非常感謝
so what can we do ?	所以 , 我們能做什麼 ?
that was the new reality .	這是新的現實 。
it's your money .	這是你的錢 。
so why is this important ?	所以 , 為什麼這很重要 ?
so what does that mean ?	這意味著什麼呢 ?
so we made this thing .	所以我們做了這個東西 。
thank you very much .	謝謝
i don't know .	我不知道
thank you very much !	謝謝
thank you very much .	謝謝
" the business is on .	「 商業是如此 。
now there is another one .	現在還有另一個 。
why english ?	為什麼英文呢 ?
okay ? ready ?	好嗎 ? 準備好了
it is a beautiful room .	這是一個美麗的房間 。
what might that look like ?	這看起來是什麼樣子呢 ?
we say they explore .	我們說他們探索 。
the heat was on .	熱情在於 。
this young woman was me .	這位年輕女性是我 。
" lifesized . "	「 生命 」 。
that moment changed my life .	那個時刻改變了我的人生 。
come on , keep up .	繼續上 。
how can we know this ?	我們怎麼知道這個 ?
young , bad boys .	年輕 , 壞男孩 。
why would it be wrong ?	為什麼會是錯誤的 ?
and it can do that .	它可以做到 。
how did he learn them ?	他如何學習他們呢 ?
we only have them once .	我們只有他們一旦 。
what should it be for ?	該怎麼做呢 ?
to calm down .	下降 。
i got really sick .	我非常生病 。
they call her names .	他們叫她名字 。
and i live there now .	我活在那裡 。
they are not the truth .	他們不是真相 。
we experimented on ourselves .	我們實驗在自己身上 。
i love nasa .	我喜歡nasa
life is not about you .	生命不是你 。
which i certainly was .	我肯定的是 。
this is just trained .	這只是訓練 。
this is their plan .	這是他們的計畫 。
i just . . .	我只是......
and here it is .	這裡是 。
silence .	寂靜 。
you can see it .	你可以看到它 。
what is math ?	數學是什麼 ?
so i did that .	於是我做了這個 。
everyone can be wrong .	每個人都可以錯 。
you talk about it .	你談到它 。
i just did things .	我只是做一些事情 。
how have you been ?	你是怎麼辦到的 ?
guess what ?	猜猜是什麼 ?
and why is that ?	為什麼呢 ?
what does this mean ?	這意味著什麼 ?
i did it myself .	我做了自己 。
i didn’t .	我沒有 。
but we wanted them .	但我們想要他們 。
it won't .	它不會 。
false .	肥胖 。
ohhhh .	喔
here is the thing .	重點是 。
and so it goes .	所以它就開始了 。
of course they are .	當然他們是 。
consider facit .	考慮到平面 。
they also live deep .	他們也生活深深 。
sales were up .	銷售是很大的 。
it feels great .	感覺很棒 。
you're live .	你活著 。
" showers ? "	「 展示者嗎 ? 」
love , action .	愛、行動 。
i could not believe .	我無法相信
really cool stuff .	很酷的東西 。
run away . run .	跑跑跑步 。
you try it out .	你試試它 。
we can make history .	我們可以製作歷史 。
what would i feel ?	我會感受到什麼 ?
how important is this ?	重要的是這個嗎 ?
it is so hard .	這是很難的 。
it's amazing .	很棒 。
business knows this .	商業知道這個 。
they certainly do .	他們肯定要做 。
we have understanding .	我們有了解 。
not quite .	沒錯 。
whew !	哇 !
there she is .	她在那裡 。
and the world ?	世界呢 ?
this was europe .	這是歐洲 。
why is that ?	為什麼呢 ?
so . . .	所以......
so . . .	所以......
check .	檢查
this is important .	這是很重要的
you must get ?	你必須得到嗎 ?
you blog .	你在網路上 。
ca: yes .	克:是的 。
yes . exactly .	是的 。
deal with it .	處理它 。
witness .	智慧 。
so i did .	所以我做了 。
audience: hi .	觀眾:嗨 。
should you know ?	你們應該知道嗎 ?
she asked me .	她問我 。
how bad ? "	壞了嗎 ? 」
