i think you need to be in the hospital .	我想你需要在醫院裡 。
we're biological creatures .	我們是生物生物 。
i couldn't disagree more .	我無法分析更多 。
that's what we all need to do .	這就是我們所有需要做的 。
so no more missing , guys .	所以 , 沒有更多的錯誤 。
it's so glamorous .	這很魅惑 。
and let me illustrate that .	讓我說明一下 。
and i kept on getting lost .	我一直失敗了 。
it is not a guarantee .	這不是保證 。
the queen of clubs !	俱樂部的團體 !
this is a huge collaboration .	這是一個很大的合作 。
that's a terrible story .	這是個很糟糕的故事 。
now , that's one barrier .	這是個障礙 。
there are , indeed , problems .	問題是 , 問題 。
we live in ignorance .	我們住在無知 。
no , that's what i thought .	不 , 這就是我認為的 。
you can manipulate it yourself .	你可以操控自己 。
language just doesn't work that way .	語言不是這樣運作的 。
but there will always be another war . "	但一定會有另一種戰爭 。 」
ah , sorry about that .	噢 , 抱歉 。
now that never would have been possible before .	現在從來沒辦法過來 。
and women do fundraising .	女性做資金 。
sure , she had aged a little .	當然 , 她已經年齡了 。
we first began by looking at heart disease .	我們首先開始研究心臟病 。
and there are various facets .	有各種面面 。
because , the earth is our ship .	因為地球是我們的船 。
thank you very much . thank you .	謝謝 。 謝謝 。
they fought . the worked .	他們打開了 。
i get emotional . sorry .	我很抱歉 。
now , what about concrete ?	那麼 , 混凝土呢 ?
so basically , i got . . .	所以基本上 , 我得到了......
i started off in uganda .	我從烏干達開始 。
don't tell us where you are .	別告訴我們你在哪裡 。
and so i believed it , too .	所以我相信它也如此 。
so , i wanted to show you something .	所以 , 我想給你們看一些東西 。
and you can get a list .	你可以得到一張清單 。
you can observe it .	你可以觀察它 。
but i want to do more than that .	但我想要做更多 。
it's a problem like any other .	這是個問題 。
and she goes on to say . . .	她開始說......
and i couldn't hear this sound .	我不能聽到這個聲音 。
and here's the most important part .	這是最重要的部分 。
here's what that looks like .	看起來像這樣 。
so you have to do something like this .	所以你必須這樣做 。
and it uses no fuel .	沒有燃料 。
i had done the homework .	我做了家庭作業 。
landing hurts .	土地傷害 。
we victims need everyone .	我們受害者需要每個人都 。
so now this technology — thank you .	所以現在這個技術非常謝謝 。
i'd like to try something new .	我想要嘗試新東西 。
how much do you get paid ?	你有多少錢 ?
i wanted to seek out new life .	我想要尋找新生命 。
it was around this time when . . .	當時在那時候......
he made sure that everything lined up .	他確保每條線都一樣 。
that may sound ridiculous .	這聽起來很荒謬 。
stick with the people you know .	和你認識的人一樣 。
lots of us mayors do that .	許多人都能這麼做 。
that really creeped us out .	這真的讓我們感到驚訝 。
what do you do for a living ? "	你要做什麼 ? 」
but they were random things .	但他們是隨機的
they said he was that kind of guy .	他們說他是那種人 。
how many people have their blackberry ?	有多少人有他們的黑莓機 ?
but now , it was closing .	但現在 , 它是臨床 。
i call it the ipatient .	我稱之為 「 耐心 」 。
no , we shouldn't measure .	不 , 我們不應該測量 。
so how on earth do we even see ?	所以 , 我們甚至看到了什麼 ?
by leading a movement and making change .	藉由領導運動 , 創造改變 。
he started a motorbike company .	他開始了摩托車公司 。
comedians know all about this .	演員們知道這一切 。
scott , thank you so much .	史考特 , 謝謝 。
they started making their own video games .	他們開始製作自己的電玩遊戲 。
they're more american than anything else .	比任何其他東西都更好 。
and we knew nothing about going to space .	而我們不知道什麼會發生什麼事 。
but they always stop and take a picture .	但他們總是停下來 , 停下來 。
about 325 have been produced .	大約325種被生產出來 。
because maybe , maybe they mean a lot .	因為或許 , 也許他們意味著很多 。
what about if you're new power ?	如果你是新權力呢 ?
what do you want to write about ? "	你想要寫什麼 ? 」
try 1 and check the light .	試試1 , 檢查一下燈 。
ca: last question , larry .	克:最後一個問題:最後一個問題 。
ag: yeah . ok .	ag:是的 。 好 。
so we started looking elsewhere .	所以我們開始尋找其他地方 。
my father was literally born again .	我的父親是真的出生的 。
and i said , " yeah . "	我說: 「 是啊 。 」
can i have the lights up again ?	我有燈光嗎 ?
i've never known anything else .	我從未知過什麼 。
but let me just say a couple words .	但讓我只是說幾個字 。
can you write it using pictures ?	你是否可以寫這張圖嗎 ?
next stop was georgia .	下一個停止是喬治亞 。
yes ! yes ! it's true !	是的 ! 真的 !
i can actually personalize the experience now .	我現在可以個人化經驗 。
what does not change is that voice within .	沒有改變是聲音的聲音 。
we need eight hours of sleep a night .	我們需要8小時睡眠 。
and you're all invited .	你都邀請了 。
so , i did this work for her .	所以 , 我為她做這件事 。
it's not our burden .	這不是我們的負擔 。
how can we find an entire connectome ?	我們要如何找到一個完整的聯繫 ?
we all start life as one single cell .	我們都從生命變成單細胞 。
and that will get you very far .	這會讓你很遠 。
no , i don't do that .	不 , 我不這麼做 。
in reality , take a guess .	在現實中 , 考慮一下 。
hold your breath for me .	讓我呼吸 。
there's no question about it .	沒有問題 。
paper has some downsides .	紙上有一些下面 。
that can't be right . "	那不可能是正確的 。 」
there would still be dangers .	仍然是危險的 。
we are very far from it .	我們是很遠的 。
